Myanmar	Type	English
ရုတ္တရက္ဝင္တိုက္သည္	raid	v
စီးနင္းတိုက္ခိုက္ခဲ့	raided	v[pt]
စီးနင္းတိုက္ခိုက္ခဲ့ၿပီး	raided	v[pp]
ရုတ္တရက္ဝင္တိုက္သူ သို႕ ေလယာဉ္ပ်ံ သို႕ သေဘၤာ	raider	n
စီးနင္းတိုက္ခိုက္ေန	raiding	v[ing]
တိုက္ခိုက္လုယက္ျခင္းမ်ား	raids	n[pl]
စီးနင္းတိုက္ခိုက္	raids	v[sg]
လက္တန္း၊ လက္ရမ္း	rail	n
မီးရထားသံလမ္း	rail	n
အျပစ္ရွာသည္	rail	v
အျပစ္ဖို႕သည္	rail	v
US မီးရထားသံလမ္း	rail-road	v
အျပစ္ရွာျခင္း	railing	n
အျပစ္ဖို႕ျခင္း	railing	n
အျပစ္တင္စကား	railing	n
ေနာက္ေျပာင္ျခင္း	raillery	n
လက္ရန္းမ်ား	rails	n[pl]
မီးရထားသံလမ္း	railway	n
မီးရထားသံလမ္းမ်ား	railways	n[pl]
အဝတ္အစားမ်ား	raiment	n
မိုး	rain	n
မိုးရြာျခင္း	rain	n
မိုးရြာသြန္းသည္	rain	v
မိုးစီးဘြတ္ဖိနပ္	rain boots	n
မိုးကာအကၤ်ီ	rain coat	n
မိုးကာအကၤ်ီမ်ား	rain coats	n[pl]
မိုးစက္မိုးေပါက္	rain drop	n
မိုးစက္မိုးေပါက္မ်ား	rain drops	n[pl]
မိုးေရခ်ိန္တိုင္းကိရိယာ	rain gauge	n
ကုကၠိဳပင္	rain tree	n
မိုးကာအက်ၤီ	rain-coat	n
သက္တန္႕	rainbow	n
သက္တန္႕မ်ား	rainbows	n[pl]
မိုးစက္	raindrop	n
မိုးရြာ	rained	v[pt]
မိုးရြာခဲ့ၿပီး	rained	v[pp]
မိုးေရခ်ိန္	rainfall	n
မိုးေရခ်ိန္မ်ား	rainfalls	n[pl]
မိုးရြာေန	raining	v[ing]
မိုးေခါင္	rainless	n
မိုးမ်ား	rains	n[pl]
မိုးရြာ	rains	v[sg]
မိုးသည္းေသာ	rainy	adj
မိုးရာသီ	rainy season	n
မသည္	raise	v
ေျမွာက္သည္	raise	v
အျမင့္တက္ေစသည္	raise	v
ေထာင္တက္လာခဲ့	raised	v[pt]
ေထာင္တက္လာခဲ့ၿပီး	raised	v[pp]
ေထာင္တက္လာ	raises	v[sg]
စပ်စ္သီးေျခာက္	raisin	n
ေထာင္တက္လာေန	raising	v[ing]
အုပ္စိုးျခင္း	raj	n
မဟာရာဂ်ာ	Rajah	n
အိႏၵိယရွင္ဘုရင္	Rajah	n
ေစာ္ဘြား	Rajah	n
ထြန္ျခစ္	rake	n
ထြန္ျခစ္ျဖင့္ ညေအာင္ျပဳလုပ္သည္	rake	v
အျမတ္အစြန္းရသည့္ေဝစု	rake-off	n
အက်င့္စာရိတၱမေကာင္းေသာ	rakish	adj
စုရံုးသည္	rally	v
ေနာက္ေျပာင္သည္	rally	v
စုရံုးျခင္း	rally	n
သိုးထီး	ram	n
ၿဖိဳဖ်က္ရန္ယႏၱရား	ram	n
အားျဖင့္ထုရိုက္သည္	ram	v
ေသနတ္ထိုးတံ	ram-rod	n
ေသနတ္ထိုးတံမ်ား	ram-rods	n[pl]
မြတ္စလင္မ်ား၏ဥပုသ္လ	Ramadan	n
လွည့္ပတ္သြားလာသည္	ramble	v
ဆူဆူညံညံျဖစ္ေသာ	rambunctious	adj
ၾကက္ေမာက္သီး	rambutan	n
ျဖာထြက္သည္	ramify	v
ျဖာထြက္ေသာ	ramose	adj
ႏြယ္တက္သည္	ramp	v
ခုန္ေပါက္ျမဴးတူးသည္	ramp	v
မတ္တက္ရပ္သည္	ramp	v
ဆင္ေျခေလွ်ာ	ramp	n
GB ေဈးႀကီးရရန္အတြက္ မရိုးမသားျပဳလုပ္ျခင္း	ramp	n
ေဒါသထြက္သည္	rampage	v
အပင္မ်ားစြာေပါက္ေသာ	rampant	adj
ခုန္ေက်ာ္ေသာ	rampant	adj
သန္စြမ္းလြန္းေသာ	rampant	adj
ခံကတုတ္	rampart	n
တပ္ရိုး	rampart	n
ေသနတ္ယမ္းထိုးတံ	ramrod	n
မခိုင္ခံ႕ေသာ	ramshackle	adj
အိုမင္းေဟာင္းႏြမ္းေသာ	ramshackle	adj
ၿပိဳက်လဳျဖစ္ေသာ	ramshackle	adj
ျဖစ္ကတတ္ဆန္း ျပဳလုပ္ထားေသာ	ramshackle	adj
ေျပးခဲ့	ran	v[pt]
စိုက္ပ်ိဳးေမြးျမဴေရးၿခံ	ranch	n
စိုက္ပ်ိဳးေမြးျမဴေရးလုပ္ကိုင္သူ	rancher	n
အခ်ဉ္ဓာတ္ေပါက္ေသာ	rancid	adj
ဆေခ်းေစာ္နံေသာ	rancid	adj
နာက်ည္းျခင္း	rancour	n
ေတာင္အာဖရိကႏိုင္္ငံသံုးေငြ	rand	n
ေရာက္တတ္ရာရာ ရည္မွန္းခ်က္မရိွဘဲ ျပဳလုပ္ျခင္း	random	n
နေမာ္နမဲ့ျပဳလုပ္ေသာ	random	adj
ရမ္းသမ္းျပဳလုပ္ေသာ	random	adj
ဆူညံေသာ	randy	adj
ေစာ္ဘြားကေတာ္	ranee	n
အတန္း	range	n
က်ည္ဆံ၊ အေျမာက္ဆံေရာက္ႏိုင္သည့္ အကြာအေဝး	range	n
တန္းထားသည္	range	v
အစီအရီထားခဲ့	ranged	v[pt]
အစီအရီထားခဲ့ၿပီး	ranged	v[pp]
ေတာကိုေစာင့္သည့္အမႈထမ္း	ranger	n
ျမင္းစီးတပ္သား	ranger	n
USအေသခံတပ္သား	ranger	n
GB ပန္းၿခံေစာင့္	ranger	n
အမ်ိဳးမ်ိဳး	ranges	n[pl]
အစီအရီထား	ranges	v[sg]
အစီအရီထား	ranging	v[ing]
ေစာ္ဘြားကေတာ္	rani	n
ပစၥည္းတန္း	rank	n
လူတန္း	rank	n
တန္းစီထားသည့္စစ္သားမ်ား	rank	n
ရာထူးအဆင့္အတန္း	rank	n
တန္းမ်ားအလိုက္ထားသည္	rank	v
အဆင့္အတန္းရိွသည္	rank	v
ရာထူးရိွခဲ့	ranked	v[pt]
ရာထူးရိွခဲ့ၿပီး	ranked	v[pp]
တပ္သားဘဝမွ အရာရိွျဖစ္လာသူ	ranker	n
ပို၍အဆင့္အတန္းရိွ	ranker	adj[er]
အဆင့္အတန္းအရိွဆံုး	rankest	adj[est]
ရာထူးရိွေန	ranking	v[ing]
တစိမ့္စိမ့္နာက်ည္းသည္	rankle	v
အဆင့္အတန္းမ်ား	ranks	n[pl]
ရာထူးရိွ	ranks	v[sg]
ေမြေႏွာက္ရွာေဖြသည္	ransack	v
ျပန္ေပးေရြးရန္ေငြ	ransom	n
ျပန္ေပးမ်ားေတာင္းထားသည့္ေငြကိုေပး၍ ေရြးသည္	ransom	v
စကားလံုးႀကီးသည္	rant	v
က်ယ္ေလာင္စြာေျပာဆိုသည္	rant	v
တေတာက္ေတာက္အသံ ထြက္ေစသည္	rap	v
တေတာက္ေတာက္အသံ	rap	n
ေလာဘႀကီးေသာ	rapacious	adj
အားႏွင့္လုယူသည္	rape	v
အဓမၼက်င့္သည္	rape	v
အဓမၼက်င့္ျခင္း	rape	n
မုဒိမ္းက်င့္ခဲ့	raped	v[pt]
မုဒိမ္းက်င့္ခဲ့ၿပီး	raped	v[pp]
မုဒိမ္းမႈမ်ား	rapes	n[pl]
မုဒိမ္းက်င့္	rapes	v[sg]
လ်င္ျမန္ေသာ	rapid	adj
ဆင္ေျခေလွ်ာမတ္ေစာက္ေသာ	rapid	adj
USေရစီးသန္သည့္အရာ	rapid	n
ပို၍ျမန္ဆန္	rapider	adj[com]
အျမန္ဆန္ဆံုး	rapidest	adj[sup]
လ်င္ျမန္ျခင္း	rapidity	n
လ်င္ျမန္စြာ	rapidly	adv
ျမစ္၏ေရစီးသန္သည့္ေနရာ	rapids	n
လွ်န္ျမန္ေသာအဟုန္မ်ား	rapids	n[pl]
ဓားရွည္အေပါစား	rapier	n
လုယက္ဖ်က္ဆီးျခင္း	rapine	n
မုဒိမ္းက်င့္ေန	raping	v[ing]
အဓမၼက်င့္သူ	rapist	n
အျပန္အလွန္ခင္မင္နားလည္မူ	rapport	n
အသစ္တဖန္ျပန္လည္သင့္ျမတ္သြားျခင္း	rapprochement	n
လူယုတ္မာ	rapscallion	n
အာရံုစိုက္ေနေသာ	rapt	adj
အတင္းအဓမၼလုယူေသာ	raptorial	adj
ဥပေဒျဖင့္ သိမ္းဆည္းေသာ	raptorial	adj
ပီတိ	rapture	n
ရွားပါးေသာ	rare	adj
ႀကံုေတာင့္ႀကံုခဲျဖစ္ေသာ	rare	adj
သိပ္သည္းမႈပါးလႊာေစသည္	rarefy	v
ႀကံုေတာင့္ႀကံုခဲ	rarely	adv
ရွားရွားပါးပါး	rarely	adv
ပို၍ရွားပါး	rarer	adj[com]
အရွားပါးဆံုး	rarest	adj[sup]
စိတ္အားထက္သန္ေနေသာ	raring	adj
ရွားပါးသျဖင့္ ေဈးႀကီးသည့္အရာ	rarity	n
လူလိမ္လူေကာက္	rascal	n
လိမ္ေကာက္ေသာ	rascally	adj
မစဉ္းစားဘဲျပဳလုပ္ေသာ	rash	adj
အဖုအပိမ့္ထြက္ျခင္း	rash	n
ပါးပါးလီွးထားသည့္ ဝက္ေပါင္ေျခာက္ အလႊာ	rasher	n
ပို၍မဆင္မျခင္ျပဳလုပ္	rasher	adj[er]
ဝက္ေပါင္ေျခာက္အသားလႊာမ်ား	rashers	n[pl]
အဖုအပိမ့္ထြက္ျခင္းမ်ား	rashes	n[pl]
ပို၍မဆင္မျခင္ျပဳလုပ္	rashest	adj[est]
မိုက္ကန္းကန္း	rashly	adv
မစဉ္းစားဘဲျပဳလုပ္ျခင္း	rashness	n
တံစဉ္းၾကမ္း	rasp	n
တံစဉ္းျဖင့္	rasp	n
တံစဉ္းျဖင့္တိုက္သည္	rasp	v
ဆီးျဖဴႏွင့္တူသည့္ ႏြယ္ပင္သီး	raspberry	n
က်ားလ်ာ	rasper	n
တံစဉ္းၾကမ္း	rasper	n
နားၿငီးေသာ	rasping	adj
ႂကြက္	rat	n
ႂကြက္မ်ားကို လိုက္လံဖမ္းဆီးသည္	rat	v
ကတိဖ်က္သည္	rat	v
သစၥာေဖာက္	rat	fig
လင္းေႁမြ	rat-snake	n
အခြန္အတုပ္ေကာက္ႏိုင္ေလာက္ေသာ	ratable	adj
အထိန္းပါရိွသည့္ ေခြးသြားစိပ္	ratchet	n
စံနႈန္း၊ နႈန္းထား	rate	n
တန္ဖိုးျဖတ္သည္	rate	v
တန္ဖိုးသတ္မွတ္သည္	rate	v
အျပစ္တင္သည္	rate	v
တန္ဖိုးခန္႕မွန္းခဲ့	rated	v[pt]
တန္ဖိုးခန္႕မွန္းခဲ့ၿပီး	rated	v[pp]
အခြန္ထမ္း	ratepayer	n
အခြန္ထမ္းေဆာင္ရြက္သူ	ratepayer	n
အခ်ိဳးအစားမ်ား	rates	n[pl]
တန္ဖိုးခန္႕မွန္း	rates	v[sg]
အေတာ္အသင့္	rather	adv
သေဘာတူညီခ်က္ကို အတည္ျပဳလက္မွတ္ေရးထိုးျခင္း	ratification	n
သေဘာတူညီခ်က္ကို အတည္ျပဳလက္မွတ္ေရးထိုးသည္	ratify	v
အကဲျဖတ္ျခင္း	rating	n
တန္ဖိုးျဖတ္ျခင္း	rating	n
သတ္မွတ္ျခင္း	rating	n
တန္ဖိုးခန္႕မွန္းေန	rating	v[ing]
အခ်ိဳးအစား	ratio	n
ဆင္ျခင္စဉ္းစားသည္	ratiocinate	v
စနစ္တက် ဆင္ျခင္မႈ	ratiocination	n
စားနပ္ရိကၡာ	ration	n
ရိကၡာေပးသည္	ration	v
က်ိဳးေၾကာင္းဆက္စပ္ႏိူင္ေသာ	rational	adj
အေျခခံအေၾကာင္း	rationale	n
က်ိဳးေၾကာင္းအေပၚလံုးဝယံုၾကည္ထားသည့္အယူအဆ	rationalism	n
က်ိဳးေၾကာင္းအေပၚလံုးဝယံုၾကည္ထားသည့္အယူအဆရိွသူ	rationalist	n
က်ိဳးေၾကာင္းအေပၚလံုးဝယံုၾကည္ထားသည့္အယူအဆျဖစ္ေသာ	rationalistic	adj
က်ိဳးေၾကာင္းသင့္ရွင္းျပသည္	rationalize	v
က်ိဳးေၾကာင္းဆက္စပ္ႏိူင္၍	rationally	adv
အခ်ိဳးမ်ား	ratios	n[pl]
ေလွခါးသဖြယ္ သံုးသည့္ႀကိဳး	ratlin	n
ႂကြက္ဝမ္းျဖဴမ်ား	rats	n[pl]
တန္ဖိုးခန္႕မွန္း	rats	v[sg]
ႀကိမ္ပင္	rattan	n
ႀကိမ္ပင္	rattans	n[pl]
ကတိဖ်က္ခဲ့	ratted	v[pt]
ကတိဖ်က္ခဲ့ၿပီး	ratted	v[pp]
ႂကြက္မ်ားကိုဖမ္းဆီးသတ္ျဖတ္သည့္ လူ သို႕ ေၾကာင္ သို႕ ေခြး	ratter	n
ကတိဖ်က္ေန	ratting	v[ing]
အသံကိုအဆက္မျပတ္ထြက္ေစသည္	rattle	v
အဆက္မျပတ္ထြက္ေပၚသည့္အသံ	rattle	n
စကားတတြတ္တြတ္ေျပာျခင္း	rattle	n
ေႁမြခေလာက္	rattle-snake	n
ေႁမြခေလာက္မ်ား	rattle-snakes	n[pl]
က်ယ္ေလာင္၍ စူးရွသည့္အသံရိွေသာ	raucous	adj
ဖ်က္ဆီးသည္	ravage	v
ဖ်က္ဆီးျခင္း	ravage	n
ပ်က္ဆီးျခင္း	ravage	n
ေဒါႏွင့္ေမာႏွင့္ ေျပာသည္	rave	v
ကေယာင္ေျခာက္ျခားေျပာသည္	rave	v
ႀကိဳးထံုးေျဖသည္	ravel	v
က်ီးကန္း	raven	n
လုယက္ျခင္း	raven	n
လုယူျခင္း	raven	n
လုယူသည္	raven	v
လုစားသည္	raven	v
ငမ္းငမ္းတက္ျဖစ္သည္	raven	v
မဲ၍ေျပာင္လက္သည့္အေရာင္ရိွေသာ	raven	adj
လုယက္ျခင္း	ravening	n
ငမ္းငမ္းတက္လုယက္ျခင္း	ravening	n
ၾကမ္းတမ္းေသာ	ravening	adj
အလြန္ဆာေလာင္မြတ္သိပ္ေသာ	ravenous	adj
ေတာက်ီးကန္းမ်ား	ravens	n[pl]
လွ်ိဳေျမာင္	ravine	n
ဖမ္းဆီးသယ္ယူသည္	ravish	v
အတင္းအၾကပ္ယူသည္	ravish	v
အတင္းအၾကပ္ အဓမၼက်င့္သည္	ravish	v
အတင္းအၾကပ္ယူျခင္း	ravishing	n
အတင္းအၾကပ္ အဓမၼက်င့္ျခင္း	ravishing	n
လုယူျခင္း	ravishing	n
မက်က္ေသာ	raw	adj
မခ်က္ျပဳတ္ရေသးေသာ	raw	adj
အရိုင္းျဖစ္ေသာ	raw	adj
အၾကမ္းထည္ေသာ၊ကုန္ၾကမ္းပစၥည္း	raw	n
ငါးပိစိမ္းစား	raw prawn fish	n
မျပဳျပင္ရေသး	rawer	adj[com]
မျပဳျပင္ရေသး	rawest	adj[sup]
ငါးပိစိမ္းစားမ်ား	raws	n[pl]
ေရာင္ျခည္	ray	n
ေရာင္ျခည္ထြက္သည္	ray	v
ေရယြန္ပိုးတု	rayon	n
ငါးလိပ္ေက်ာက္မ်ား	rays	n[pl]
ျပားျပားဝပ္ ပ်က္ဆီးေစသည္	raze	v
သင္တုန္းဓား	razor	n
ဘလိတ္ဒါး	razor blade	n
သင္တုန္းဓားသြား	razoredge	n
သင္တုန္းဓားမ်ား	razors	n[pl]
တဖန္	re	prefix
အျခားနည္းလမ္းျဖင့္	re	prefix
ျပန္၍ေရတြက္သည္	re-count	v
ျပန္၍ေရတြက္ျခင္း	re-count	n
အဖံုးအသစ္ျပန္၍တပ္သည္	re-cover	v
ပဲ့တင္သံ ထပ္တလဲလဲ ျဖစ္ေပၚသည္	re-echo	v
ျပန္လည္ဝင္ေရာက္ျခင္း	re-entry	n
ေရာက္ရိွသည္	reach	v
လက္လွမ္းသည္	reach	v
လက္လွမ္းျခင္း	reach	n
လက္လွမ္းႏိုင္သည့္ အကြာအေဝး	reach	n
ထေရာက္မႈရိွသည္	react	v
တံု႕ျပန္သည္	react	v
ဆိုက္ေရာက္ခဲ့	reacted	v[pt]
ဆိုက္ေရာက္ခဲ့ၿပီး	reacted	v[pp]
ဆိုက္ေရာက္ေန	reactin	v[ing]
တံု႕ျပန္မႈ၊ တိုးတက္မႈကိုမလိုလားျခင္း	reaction	n
တံု႕ျပန္မႈ၊ တိုးတက္မႈကိုမလိုလားေသာ	reactionary	adj
တံု႕ျပန္ခ်က္မ်ား	reactions	n[pl]
ဓာတ္ေပါင္းဖို	reactor	n
အဏုျမဴဓာတ္ေပါင္းဖိုမ်ား	reactors	n[pl]
ဆိုက္ေရာက္	reacts	v[sg]
စာဖတ္သည္	read	v
ဘာသာရပ္တစ္ခုခုကို ေလ့လာသည္	read	v
စာဖတ္ခဲ့	read	v[pt]
စာဖတ္ခဲ့ၿပီး	read	v[pp]
စာဖတ္ရန္သင့္ေတာ္ေသာ	readable	adj
လိပ္စာျပန္ေျပာင္းတပ္သည္	readdress	v
စာဖတ္သူ	reader	n
GB ကထိက	reader	n
ဖတ္စာအုပ္	reader	n
ကထိကမ်ား	readers	n[pl]
အဆင္သင့္ျဖစ္စြာ	readily	adv
အဆင္သင့္ျဖစ္ျခင္း	readiness	n
စာဖတ္ျခင္း	reading	n
စာေပဗဟုသုတ	reading	n
အဓိပၸါယ္ျပန္ဆိုခ်က္	reading	n
စာဖတ္ေန	reading	v[ing]
စာဖတ္ျခင္းမ်ား	readings	n[pl]
ျပန္၍ျပဳျပင္ထားသည္	readjust	v
စာဖတ္	reads	v[sg]
အဆင္သင့္ျဖစ္ေသာ	ready	adj
စစ္မွန္ေသာ	real	adj
ပို၍စစ္မွန္	realer	adj[com]
အစစ္မွန္ဆံုး	realest	adj[sup]
ယထာဘူတဝါဒ	realism	n
သရုပ္မွန္ဝါဒ	realism	n
လက္ေတြ႕ ျဖစ္ျခင္း	realistic	adj
လက္ေတြ႕က်ျခင္းမ်ား	realities	n[pl]
အမွန္တကယ္ျဖစ္ျခင္း	reality	n
တကယ္ရိွသည့္အရာ	reality	n
နားလည္သေဘာေပါက္ျခင္း	realization	n
နားလည္သေဘာေပါက္သည္	realize	v
လက္ေတြ႕ အေကာင္အထည္ေဖာ္သည္	realize	v
အမွန္စင္စစ္	really	adv
ႏိုင္ငံေတာ္	realm	n
နယ္ပယ္	realm	n
အိုးအိမ္ အေဆာက္အဦး	realty	n
အိမ္ယာ	realty	n
ၿခံေျမ	realty	n
စကၠူရြက္ေရ ၄၈၀	ream	n
အေမရိကန္ရြက္ေရ ၅၀ဝ ပါသည့္ စကၠူထုပ္	ream	n
အေပါက္ ေဖာက္၊ ခ်ဲ့ရန္ ကိရိယာတန္ဆာပလာ	reamer	n
အားသစ္မာန္သစ္ဝင္သည္	reanimate	v
ျပန္လည္အားတက္ႂကြေစသည္	reanimate	v
သီးႏံွကိုရိတ္သိမ္းသည္	reap	v
ေကာက္ရိတ္သိမ္းသူ	reaper	n
ေကာက္ရိတ္သိမ္းသည့္စက္	reaper	n
တံစဉ္	reaping-hook	n
ျပန္လည္ေပၚထြန္းလာသည္	reapper	n
ေနာက္ပိုင္း	rear	n
ေနာက္ဘက္၌	rear	attrib
ေပါက္ေရာက္ေစသည္	rear	attrib
မသည္	rear	attrib
ေျမွာက္သည္	rear	attrib
ေထာင္သည္	rear	attrib
ေနာက္ပိုင္းအေစာင့္တပ္	rear-guard	n
လက္နက္ျပန္လည္ တပ္ဆင္သည္	rearm	v
လက္နက္ျပန္လည္ တပ္ဆင္ျခင္း	rearmament	n
ေနာက္ေဖးမ်ား	rears	n[pl]
ေနာက္ဘက္သို႕	rearwards	adv
အက်ိဳးအေၾကာင္း	reason	n
ဆင္ျခင္သံုးသပ္သည္	reason	v
သဘာဝက်ေသာ	reasonable	adj
အက်ိဳးသင့္အေၾကာင္းသင့္	reasonably	adv
အက်ိဳးသင့္အေၾကာင္းသင့္ စဉ္းစားေတြးေခၚျခင္း	reasoning	n
မစဉ္းစား မဆင္ျခင္ႏိုင္ေသာ	reasonless	adj
အေၾကာင္းျပခ်က္မ်ား	reasons	n[pl]
သံသယကို ေပ်ာက္ေစသည္	reassure	v
ေလ်ာ့ေငြ	rebate	n
သူပုန္	rebel	n
ပုန္ကန္ထႂကြသည္	rebel	v
ပုန္ကန္ထႂကြျခင္း	rebellion	n
ပုန္ကန္ထႂကြေသာ	rebellious	adj
ပုန္ကန္ထႂကြလ်က္	rebelliously	adv
ပုန္ကန္လိုျခင္း	rebelliousness	n
ျပန္လည္ခ်ဳပ္သည္	rebind	n
စာအုပ္	rebind	n
ျပန္လည္ေမြးဖြားရွင္သန္ျခင္း	rebirth	n
ဘာသာအယူဝါဒေရး စိတ္လံုးလံုး လ်ားလ်ား ေျပာင္းလဲခဲ့ေသာ	reborn	adj
ျပန္လည္ရွင္သန္လာေသာ	reborn	adj
ျပန္လည္ ဆန္းသစ္လာေသာ	reborn	adj
ထိၿပီးျပန္ခုန္သည္	rebound	v
အသနားခံမႈကို ျငင္းဆန္ျခင္း	rebuff	n
ျပန္၍ခုခံသည္	rebuff	v
ျပန္၍ရိုက္ပုတ္သည္	rebuff	v
ျပန္လည္တည္ေဆာက္သည္	rebuild	v
ျပင္းထန္စြာ အျပစ္တင္သည္	rebuke	v
ျပင္းထန္စြာ အျပစ္တင္ျခင္း	rebuke	n
ျပစ္တင္လ်က္	rebukingly	adv
ပေဟဠိရုပ္ပံု	rebus	n
ျပန္လည္ေျခပသည္	rebut	v
ကလန္ကဆန္လုပ္ေသာ	recalcitrant	adj
ျပန္လည္ဆင့္ေခၚသည္	recall	v
ျပန္လည္ေတြးေတာသည္	recall	v
ျပန္လည္ဆင့္ေခၚျခင္း	recall	v
မွတ္ဉာဏ္	recall	v
မွတ္ညဏ္ေကာင္းခဲ့	recalled	v[pt]
မွတ္ညဏ္ေကာင္းခဲ့ၿပီး	recalled	v[pp]
မွတ္ညဏ္ေကာင္းေန	recalling	v[ing]
မွတ္ညဏ္ေကာင္း	recalls	v[sg]
စြန္႕လႊတ္သည္	recant	v
ပြန္းေနသည္တာယာကို ပန္းျပန္တင္သည္	recap	v
အဓိကအခ်က္အလက္မ်ားကို အခ်ဳပ္ျပန္လည္တင္ျပသည္	recapitulate	v
ျပန္လည္ရယူသိမ္းပိုက္ျခင္း	recapture	n
ျပန္လည္ဖမ္းမိသည္	recapture	v
ရုပ္လံုးသစ္ေဖာ္သည္	recast	v
ျပန္၍ေလွ်ာသည္	recede	v
ေနာက္ျပန္က်သည္	recede	v
လက္ခံရရိွျခင္း	receipt	n
ေငြ သို႕မဟုတ္ ကုန္ရရိွေၾကာင္းကို တံဆိပ္ေခါင္းေပၚ၌ လက္မွတ္ထိုး၍ ေပးသည္	receipt	v
လက္ခံရရိွျခင္း	receipts	n[pl]
လက္ခံရရိွႏိုင္ေသာ	receivable	adj
လက္ခံရရိွသည္	receive	v
လက္ခံခဲ့	received	v[pt]
လက္ခံခဲ့ၿပီး	received	v[pp]
ခံယူသူ	receiver	n
လက္ခံသူ	receiver	n
တယ္လီဖုန္းစကားေျပာခြက္မွ နားေထာင္သည့္ ကိရိယာ	receiver	n
ပစၥည္းထိန္းမ်ား	receivers	n[pl]
လက္ခံ	receives	v[sg]
လက္ခံေန	receiving	v[ing]
မၾကာေသးခင္ကျဖစ္ေသာ	recent	adj
မၾကာေသးမီက	recently	adv
ထည့္စရာ အိုးခြက္စသည့္	receptacle	n
လက္ခံျခင္း	reception	n
တရားဝင္ လက္ခံေတြ႕ဆံုျခင္း	reception	n
အသံဖမ္းျခင္း	reception	n
ဧည့္ႀကိဳစာေရး	reception clerk	n
ခရီးဦးႀကိဳျပဳသူ	receptionist	n
ဧည့္ႀကိဳဌာနမ်ား	receptionists	n[pl]
ဧည့္ခံပြဲမ်ား	receptions	n[pl]
လက္ခံရန္အသင့္ျဖစ္ေသာ	receptive	adj
လက္ခံရရိွျခင္း	receptivity	n
ထည့္စရာ	receptor	n
ထည့္စရာမ်ား	receptors	n[pl]
ရပ္နားခ်ိန္	recess	n
အလုပ္ရပ္နားျခင္း	recess	n
နံရံလိုဏ္ေခါင္းေလး	recess	n
လွ်ိဳ႕ဝွက္သည့္ေနရာ	recess	n
လွ်ိဳ႕ဝွက္သည့္ ေနရာ၌ထားသည္	recess	v
ရုပ္သိမ္းျခင္း	recession	n
ေခတၱနားခ်ိန္ ႏွင့္ဆိုင္ေသာ	recessional	adj
စီးပြားေရးက်ဆင္းမႈမ်ား	recessions	n[pl]
ေနာက္ျပန္ဆုတ္လိုစိတ္ရိွေသာ	recessive	adj
ထူးျခားစြာ ဆြေဆာင္မႈရိွေသာ	recherche	adj
လက္ေရြးစင္ျဖစ္ေသာ	recherche	adj
ေဖာ္စပ္နည္း	recipe	n
ေဆးစပ္ရန္အၫြန္း	recipe	n
တစ္စံုတစ္ရာကို လက္ခံရရိွသူ	recipient	n
အျပန္အလွန္ျဖစ္ေသာ	reciprocal	adj
အျပန္အလွန္ ေပးကမ္းသည္	reciprocate	v
အေပးအယူ	reciprocity	n
ဇာတ္လမ္းရွည္ကို အေသးစိတ္ တင္ျပျခင္း	recital	n
ျပန္ေျပာျပျခင္း	recital	n
ရြတ္ဆိုျခင္း	recitation	n
အလြတ္ရြတ္ျပျခင္း	recitation	n
အဆိုအေျပာ ဇာတ္လမ္းဇာတ္ကြက္	recitative	adj
အလြတ္ရြတ္ျပသည္	recite	v
ဂရုစိုက္သည္	reck	v
က်ိဳးေၾကာင္းမစဉ္းစားေသာ	reckless	adj
အေလးမထားေသာ	reckless	adj
အရမ္းမဲ့	recklessly	adv
အရမ္းမဲ့ျပဳျခင္း	recklessness	n
ေရတြက္သည္	reckon	v
တြက္ခ်က္သည္	reckon	v
လက္ခံထားခဲ့	reckoned	v[pt]
လက္ခံထားခဲ့ၿပီး	reckoned	v[pp]
တြက္ခ်က္ၿပီးသား စာရင္း	reckoner	n
တြက္ခ်က္ျခင္း	reckoner	n
လက္ခံထား	reckoning	v[ing]
လက္ခံထား	reckons	v[sg]
ေၾကးရိုင္းကိုျပဳျပင္သည္	reclaim	v
မီွသည္	recline	v
လေလ်ာင္းသည္	recline	v
ရေသ့	recluse	n
အသံဖမ္းစက္	recoder	n
ဓာတ္ျပားသြင္းစက္	recoder	n
မွတ္တမ္းတင္ျခင္း	recoding	n
ရုပ္သံသြင္းယူထားျခင္း	recoding	n
အသိအမွတ္ျပဳျခင္း	recognition	n
မွတ္မိႏိုင္ေသာ	recognizable	adj
မွတ္မိလ်က္	recognizably	adv
အသိအမွတ္ျပဳျခင္း	recognizance	n
ဝန္ခံျခင္း	recognizance	n
အာမခံထားျခင္း	recognizance	n
မွတ္မိသည္	recognize	v
သတိရသည္	recognize	v
သေၾကာင္းေျပာၾကားသည္	recognize	v
အသိအမွတ္ျပဳသည္	recognize	v
မွတ္မိခဲ့	recognized	v[pt]
မွတ္မိခဲ့ၿပီး	recognized	v[pp]
မွတ္မိ	recognizes	v[sg]
မွတ္မေန	recognizing	v[ing]
တြန္႕ဆုတ္သည္	recoil	v
ေနာက္သို႕ျပန္ကန္သည္	recoil	v
ျပန္လည္ေတြးေတာသည္	recollect	v
မွတ္မိသည္	recollect	v
သတိရျခင္း	recollection	n
ျပန္လည္သတိရေစသည့္အရာ	recollection	n
ေကာင္းမြန္ သင့္ေလ်ာ္ေၾကာင္း ေထာက္ခံခ်က္ေပးသည္	recommed	v
အႀကံျပဳေထာက္ခံ	recommend	v
ေထာက္ခံခ်က္	recommendation	n
